Artikel	Lager	Bolag	Namn	Värde
1235705770200	404	GG	IntroDate	2016-12-01
1235705770200	404	GG	KIT	N
1235705770200	404	GG	LC	Expiring
1235705770200	404	GG	measured	Y
1235705770200	404	GG	SalesPrice	200.00
1235705770200	404	GG	SPG	Dirbutik
1235705770200	404	GG	ST	false
1235705770200	404	GG	StoreQuantity	1.0
1235705770200	404	GG	SupplierItemId	74250340
1235705772200	404	GG	CategoryDesc	G2
1235705772200	404	GG	DG	false
1235705772200	404	GG	IMG	https://v.imgi.no/7703665f-c643-44a2-a160-9ea0d5db8983.jpg
1235705772200	404	GG	IntroDate	2016-12-01
1235705772200	404	GG	KIT	N
1235705772200	404	GG	LC	Expiring
1235705772200	404	GG	measured	Y
1235705772200	404	GG	SalesPrice	200.00
1235705772200	404	GG	SPG	Dirbutik
1235705772200	404	GG	ST	false
1235705772200	404	GG	StoreQuantity	1.0
1235705772200	404	GG	SupplierItemId	74250350
1235706762110	404	GG	CategoryDesc	G2
1235706762110	404	GG	DG	false
1235706762110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706762110	404	GG	IntroDate	2016-12-01
1235706762110	404	GG	KIT	N
1235706762110	404	GG	LC	Expiring
1235706762110	404	GG	measured	Y
1235706762110	404	GG	SalesPrice	200.00
1235706762110	404	GG	SPG	Dirbutik
1235706762110	404	GG	ST	false
1235706762110	404	GG	StoreQuantity	1.0
1235706762110	404	GG	SupplierItemId	74250200
1235706764110	404	GG	CategoryDesc	G2
1235706764110	404	GG	DG	false
1235706764110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706764110	404	GG	IntroDate	2016-12-01
1235706764110	404	GG	KIT	N
1235706764110	404	GG	LC	Expiring
1235706764110	404	GG	measured	Y
1235706764110	404	GG	SalesPrice	200.00
1235706764110	404	GG	SPG	Dirbutik
1235706764110	404	GG	ST	false
1235706764110	404	GG	StoreQuantity	1.0
1235706764110	404	GG	SupplierItemId	74250210
1235706766110	404	GG	CategoryDesc	G2
1235706766110	404	GG	DG	false
1235706766110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706766110	404	GG	IntroDate	2016-12-01
1235706766110	404	GG	KIT	N
1235706766110	404	GG	LC	Expiring
1235706766110	404	GG	measured	Y
1235706766110	404	GG	SalesPrice	200.00
1235706766110	404	GG	SPG	Dirbutik
1235706766110	404	GG	ST	false
1235706766110	404	GG	StoreQuantity	1.0
1235706766110	404	GG	SupplierItemId	74250220
1235706768110	404	GG	CategoryDesc	G2
1235706768110	404	GG	DG	false
1235706768110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706768110	404	GG	IntroDate	2016-12-01
1235706768110	404	GG	KIT	N
1235706768110	404	GG	LC	Expiring
1235706768110	404	GG	measured	Y
1235706768110	404	GG	SalesPrice	200.00
1235706768110	404	GG	SPG	Dirbutik
1235706768110	404	GG	ST	false
1235706768110	404	GG	StoreQuantity	1.0
1235706768110	404	GG	SupplierItemId	74250230
1235706770110	404	GG	CategoryDesc	G2
1235706770110	404	GG	DG	false
1235706770110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706770110	404	GG	IntroDate	2016-12-01
1235706770110	404	GG	KIT	N
1235706770110	404	GG	LC	Expiring
1235706770110	404	GG	measured	Y
1235706770110	404	GG	SalesPrice	200.00
1235706770110	404	GG	SPG	Dirbutik
1235706770110	404	GG	ST	false
1235706770110	404	GG	StoreQuantity	1.0
1235706770110	404	GG	SupplierItemId	74250240
1235706772110	404	GG	CategoryDesc	G2
1235706772110	404	GG	DG	false
1235706772110	404	GG	IMG	https://v.imgi.no/1def3524-b669-4a49-bb98-10e88e450686.jpg
1235706772110	404	GG	IntroDate	2016-12-01
1235706772110	404	GG	KIT	N
1235706772110	404	GG	LC	Expiring
1235706772110	404	GG	measured	Y
1235706772110	404	GG	SalesPrice	200.00
1235706772110	404	GG	SPG	Dirbutik
1235706772110	404	GG	ST	false
1235706772110	404	GG	StoreQuantity	1.0
1235706772110	404	GG	SupplierItemId	74250250
1235710773700	404	GG	CategoryDesc	G2
1235710773700	404	GG	DG	false
1235710773700	404	GG	IMG	https://v.imgi.no/50fabb51-ae1b-4262-9992-bdd97180c704.jpg
1235710773700	404	GG	IntroDate	2017-04-20
1235710773700	404	GG	KIT	N
1235710773700	404	GG	LC	Expiring
1235710773700	404	GG	LF	2024-12-30
1235710773700	404	GG	LT	2025-06-30
1235710773700	404	GG	measured	Y
1235710773700	404	GG	SalesPrice	619.00
1235710773700	404	GG	SPG	Dirbutik
1235710773700	404	GG	ST	false
1235710773700	404	GG	StoreQuantity	1.0
1235710773700	404	GG	SupplierItemId	75500165
1235711	404	GG	CategoryDesc	G2
1235711	404	GG	Controlled	Y
1235711	404	GG	DG	false
1235711	404	GG	IMG	https://v.imgi.no/c2cd2588-6e62-4396-ac17-3b396b5513e5.jpg
1235711	404	GG	IntroDate	2016-10-20
1235711	404	GG	KIT	N
1235711	404	GG	LC	Active
1235711	404	GG	measured	Y
1235711	404	GG	SalesPrice	379.00
1235711	404	GG	SPG	DC
1235711	404	GG	ST	true
1235711	404	GG	StoreQuantity	1.0
1235711	404	GG	SupplierItemId	404733
1235712	404	GG	CategoryDesc	G2
1235712	404	GG	Controlled	Y
1235712	404	GG	DG	false
1235712	404	GG	IMG	https://v.imgi.no/2a3283ff-1bc1-43fb-aed2-10f886ac07ea.jpg
1235712	404	GG	IntroDate	2016-10-20
1235712	404	GG	KIT	N
1235712	404	GG	LC	Active
1235712	404	GG	measured	Y
1235712	404	GG	SalesPrice	379.00
1235712	404	GG	SPG	DC
1235712	404	GG	ST	true
1235712	404	GG	StoreQuantity	1.0
1235712	404	GG	SupplierItemId	404734
1235714	404	GG	CategoryDesc	G2
1235714	404	GG	Controlled	Y
1235714	404	GG	DG	false
1235714	404	GG	IMG	https://v.imgi.no/e9be0dff-19ed-4a22-ab02-20aaa37fdf80.jpg
1235714	404	GG	IntroDate	2016-10-20
1235714	404	GG	KIT	N
1235714	404	GG	LC	Active
1235714	404	GG	measured	Y
1235714	404	GG	SalesPrice	349.00
1235714	404	GG	SPG	DC
1235714	404	GG	ST	true
1235714	404	GG	StoreQuantity	1.0
1235714	404	GG	SupplierItemId	404758
1235718715200	404	GG	CategoryDesc	G2
1235718715200	404	GG	DG	false
1235718715200	404	GG	IMG	https://v.imgi.no/a4be0e07-b970-4d9a-9bc9-c4c059e37fd1.jpg
1235718715200	404	GG	IntroDate	2017-03-01
1235718715200	404	GG	KIT	N
1235718715200	404	GG	LC	Active
1235718715200	404	GG	LF	2026-12-14
1235718715200	404	GG	LT	2026-06-29
1235718715200	404	GG	measured	Y
1235718715200	404	GG	SalesPrice	239.00
1235718715200	404	GG	SPG	Dirbutik
1235718715200	404	GG	ST	false
1235718715200	404	GG	StoreQuantity	1.0
1235718715200	404	GG	SupplierItemId	38030
1235718716200	404	GG	CategoryDesc	G2
1235718716200	404	GG	DG	false
1235718716200	404	GG	IMG	https://v.imgi.no/a4be0e07-b970-4d9a-9bc9-c4c059e37fd1.jpg
1235718716200	404	GG	IntroDate	2017-03-01
1235718716200	404	GG	KIT	N
1235718716200	404	GG	LC	Active
1235718716200	404	GG	LF	2026-12-14
1235718716200	404	GG	LT	2026-06-29
1235718716200	404	GG	measured	Y
1235718716200	404	GG	SalesPrice	239.00
1235718716200	404	GG	SPG	Dirbutik
1235718716200	404	GG	ST	false
1235718716200	404	GG	StoreQuantity	1.0
1235718716200	404	GG	SupplierItemId	38031
1235718717200	404	GG	CategoryDesc	G2
1235718717200	404	GG	DG	false
1235718717200	404	GG	IMG	https://v.imgi.no/a4be0e07-b970-4d9a-9bc9-c4c059e37fd1.jpg
1235718717200	404	GG	IntroDate	2017-03-01
1235718717200	404	GG	KIT	N
1235718717200	404	GG	LC	Active
1235718717200	404	GG	LF	2026-12-14
1235718717200	404	GG	LT	2026-06-29
1235718717200	404	GG	measured	Y
1235718717200	404	GG	SalesPrice	239.00
1235718717200	404	GG	SPG	Dirbutik
1235718717200	404	GG	ST	false
1235718717200	404	GG	StoreQuantity	1.0
1235718717200	404	GG	SupplierItemId	38032
1235718718200	404	GG	CategoryDesc	G2
1235718718200	404	GG	DG	false
1235718718200	404	GG	IMG	https://v.imgi.no/a4be0e07-b970-4d9a-9bc9-c4c059e37fd1.jpg
1235718718200	404	GG	IntroDate	2017-03-01
1235718718200	404	GG	KIT	N
1235718718200	404	GG	LC	Active
1235718718200	404	GG	LF	2026-12-14
1235718718200	404	GG	LT	2026-06-29
1235718718200	404	GG	measured	Y
1235718718200	404	GG	SalesPrice	239.00
1235718718200	404	GG	SPG	Dirbutik
1235718718200	404	GG	ST	false
1235718718200	404	GG	StoreQuantity	1.0
1235718718200	404	GG	SupplierItemId	38033
1235718719200	404	GG	CategoryDesc	G2
1235718719200	404	GG	DG	false
1235718719200	404	GG	IMG	https://v.imgi.no/a4be0e07-b970-4d9a-9bc9-c4c059e37fd1.jpg
1235718719200	404	GG	IntroDate	2017-03-01
1235718719200	404	GG	KIT	N
1235718719200	404	GG	LC	Active
1235718719200	404	GG	LF	2026-12-14
1235718719200	404	GG	LT	2026-06-29
1235718719200	404	GG	measured	Y
1235718719200	404	GG	SalesPrice	239.00
1235718719200	404	GG	SPG	Dirbutik
1235718719200	404	GG	ST	false
1235718719200	404	GG	StoreQuantity	1.0
1235718719200	404	GG	SupplierItemId	38034
1235720716200	404	GG	CategoryDesc	G2
1235720716200	404	GG	DG	false
1235720716200	404	GG	IMG	https://v.imgi.no/8b860cb0-1f7d-4148-b6e4-97e5ed3b7c93.jpg
1235720716200	404	GG	IntroDate	2017-03-01
1235720716200	404	GG	KIT	N
1235720716200	404	GG	LC	Expiring
1235720716200	404	GG	LF	2026-12-14
1235720716200	404	GG	LT	2026-06-29
1235720716200	404	GG	measured	Y
1235720716200	404	GG	SalesPrice	239.00
1235720716200	404	GG	SPG	Dirbutik
1235720716200	404	GG	ST	false
1235720716200	404	GG	StoreQuantity	1.0
1235720716200	404	GG	SupplierItemId	38321
1235720717200	404	GG	CategoryDesc	G2
1235720717200	404	GG	DG	false
1235720717200	404	GG	IMG	https://v.imgi.no/8b860cb0-1f7d-4148-b6e4-97e5ed3b7c93.jpg
1235720717200	404	GG	IntroDate	2017-03-01
1235720717200	404	GG	KIT	N
1235720717200	404	GG	LC	Expiring
1235720717200	404	GG	LF	2026-12-14
1235720717200	404	GG	LT	2026-06-29
1235720717200	404	GG	measured	Y
1235720717200	404	GG	SalesPrice	239.00
1235720717200	404	GG	SPG	Dirbutik
1235720717200	404	GG	ST	false
1235720717200	404	GG	StoreQuantity	1.0
1235720717200	404	GG	SupplierItemId	38322
1235720718200	404	GG	CategoryDesc	G2
1235720718200	404	GG	DG	false
1235720718200	404	GG	IMG	https://v.imgi.no/8b860cb0-1f7d-4148-b6e4-97e5ed3b7c93.jpg
1235720718200	404	GG	IntroDate	2017-03-01
1235720718200	404	GG	KIT	N
1235720718200	404	GG	LC	Expiring
1235720718200	404	GG	LF	2026-12-14
1235720718200	404	GG	LT	2026-06-29
1235720718200	404	GG	measured	Y
1235720718200	404	GG	SalesPrice	239.00
1235720718200	404	GG	SPG	Dirbutik
1235720718200	404	GG	ST	false
1235720718200	404	GG	StoreQuantity	1.0
1235720718200	404	GG	SupplierItemId	38323
1235720719200	404	GG	CategoryDesc	G2
1235720719200	404	GG	DG	false
1235720719200	404	GG	IMG	https://v.imgi.no/8b860cb0-1f7d-4148-b6e4-97e5ed3b7c93.jpg
1235720719200	404	GG	IntroDate	2017-03-01
1235720719200	404	GG	KIT	N
1235720719200	404	GG	LC	Expiring
1235720719200	404	GG	LF	2026-12-14
1235720719200	404	GG	LT	2026-06-29
1235720719200	404	GG	measured	Y
1235720719200	404	GG	SalesPrice	239.00
1235720719200	404	GG	SPG	Dirbutik
1235720719200	404	GG	ST	false
1235720719200	404	GG	StoreQuantity	1.0
1235720719200	404	GG	SupplierItemId	38324
1235724	404	GG	CategoryDesc	G3
1235724	404	GG	DG	false
1235724	404	GG	IMG	https://v.imgi.no/27bfc723-2c05-4d94-8458-28adf1ad03c6.jpg
1235724	404	GG	IntroDate	2017-04-30
1235724	404	GG	KIT	N
1235724	404	GG	LC	Expiring
1235724	404	GG	SalesPrice	169.00
1235724	404	GG	SPG	DC
1235724	404	GG	ST	false
1235724	404	GG	StoreQuantity	1.0
1235724	404	GG	SupplierItemId	81908
1235765762200	404	GG	CategoryDesc	G2
1235765762200	404	GG	DG	false
1235765762200	404	GG	IMG	https://v.imgi.no/9cb3848a-d0ae-49c8-9ccd-7300cdc485b9.jpg
1235765762200	404	GG	IntroDate	2017-04-01
1235765762200	404	GG	KIT	N
1235765762200	404	GG	LC	Expiring
1235765762200	404	GG	measured	Y
1235765762200	404	GG	SalesPrice	899.00
1235765762200	404	GG	SPG	Dirbutik
1235765762200	404	GG	ST	false
1235765762200	404	GG	StoreQuantity	1.0
1235765762200	404	GG	SupplierItemId	118310
1235765763200	404	GG	CategoryDesc	G2
1235765763200	404	GG	DG	false
1235765763200	404	GG	IMG	https://v.imgi.no/9cb3848a-d0ae-49c8-9ccd-7300cdc485b9.jpg
1235765763200	404	GG	IntroDate	2017-04-01
1235765763200	404	GG	KIT	N
1235765763200	404	GG	LC	Expiring
1235765763200	404	GG	measured	Y
1235765763200	404	GG	SalesPrice	899.00
1235765763200	404	GG	SPG	Dirbutik
1235765763200	404	GG	ST	false
1235765763200	404	GG	StoreQuantity	1.0
1235765763200	404	GG	SupplierItemId	118305
1235765764200	404	GG	CategoryDesc	G2
1235765764200	404	GG	DG	false
1235765764200	404	GG	IMG	https://v.imgi.no/9cb3848a-d0ae-49c8-9ccd-7300cdc485b9.jpg
1235765764200	404	GG	IntroDate	2017-04-01
1235765764200	404	GG	KIT	N
1235765764200	404	GG	LC	Expiring
1235765764200	404	GG	measured	Y
1235765764200	404	GG	SalesPrice	899.00
1235765764200	404	GG	SPG	Dirbutik
1235765764200	404	GG	ST	false
1235765764200	404	GG	StoreQuantity	1.0
1235765764200	404	GG	SupplierItemId	118311
1235765768200	404	GG	CategoryDesc	G2
1235765768200	404	GG	DG	false
1235765768200	404	GG	IMG	https://v.imgi.no/9cb3848a-d0ae-49c8-9ccd-7300cdc485b9.jpg
1235765768200	404	GG	IntroDate	2017-04-01
1235765768200	404	GG	KIT	N
1235765768200	404	GG	LC	Expiring
1235765768200	404	GG	SalesPrice	899.00
1235765768200	404	GG	SPG	Dirbutik
1235765768200	404	GG	ST	false
1235765768200	404	GG	StoreQuantity	1.0
1235765768200	404	GG	SupplierItemId	118330
1235765769200	404	GG	CategoryDesc	G2
1235765769200	404	GG	DG	false
1235765769200	404	GG	IMG	https://v.imgi.no/9cb3848a-d0ae-49c8-9ccd-7300cdc485b9.jpg
1235765769200	404	GG	IntroDate	2017-04-01
1235765769200	404	GG	KIT	N
1235765769200	404	GG	LC	Expiring
1235765769200	404	GG	SalesPrice	899.00
1235765769200	404	GG	SPG	Dirbutik
1235765769200	404	GG	ST	false
1235765769200	404	GG	StoreQuantity	1.0
1235765769200	404	GG	SupplierItemId	118335
1235766770110	404	GG	CategoryDesc	G2
1235766770110	404	GG	DG	false
1235766770110	404	GG	IMG	https://v.imgi.no/1ca73623-03ac-49dd-82ef-a3849563563c.jpg
1235766770110	404	GG	IntroDate	2017-04-01
1235766770110	404	GG	KIT	N
1235766770110	404	GG	LC	Expiring
1235766770110	404	GG	measured	Y
1235766770110	404	GG	SalesPrice	899.00
1235766770110	404	GG	SPG	Dirbutik
1235766770110	404	GG	ST	false
1235766770110	404	GG	StoreQuantity	1.0
1235766770110	404	GG	SupplierItemId	118440
1235772862200	404	GG	CategoryDesc	G2
1235772862200	404	GG	DG	false
1235772862200	404	GG	IMG	https://v.imgi.no/6a96fbdf-0866-4192-aa0e-7116bcd9580b.jpg
1235772862200	404	GG	IntroDate	2017-04-01
1235772862200	404	GG	KIT	N
1235772862200	404	GG	LC	Expiring
1235772862200	404	GG	measured	Y
1235772862200	404	GG	SalesPrice	899.00
1235772862200	404	GG	SPG	DC
1235772862200	404	GG	ST	false
1235772862200	404	GG	StoreQuantity	1.0
1235772862200	404	GG	SupplierItemId	741311
1235782200300	404	GG	CategoryDesc	G2
1235782200300	404	GG	DG	false
1235782200300	404	GG	IMG	https://v.imgi.no/c230df13-0aa7-4be4-b4aa-0602593c9e0a.jpg
1235782200300	404	GG	IntroDate	2017-02-22
1235782200300	404	GG	KIT	N
1235782200300	404	GG	LC	Active
1235782200300	404	GG	measured	Y
1235782200300	404	GG	SalesPrice	1599.00
1235782200300	404	GG	SPG	Dirbutik
1235782200300	404	GG	ST	false
1235782200300	404	GG	StoreQuantity	1.0
1235782200300	404	GG	SupplierItemId	KLC-BW-316
1235782205300	404	GG	CategoryDesc	G2
1235782205300	404	GG	DG	false
1235782205300	404	GG	IMG	https://v.imgi.no/c230df13-0aa7-4be4-b4aa-0602593c9e0a.jpg
1235782205300	404	GG	IntroDate	2017-02-22
1235782205300	404	GG	KIT	N
1235782205300	404	GG	LC	Active
1235782205300	404	GG	measured	Y
1235782205300	404	GG	SalesPrice	1599.00
1235782205300	404	GG	SPG	Dirbutik
1235782205300	404	GG	ST	false
1235782205300	404	GG	StoreQuantity	1.0
1235782205300	404	GG	SupplierItemId	KLC-BW-316
1235782210300	404	GG	CategoryDesc	G2
1235782210300	404	GG	DG	false
1235782210300	404	GG	IMG	https://v.imgi.no/3feb7301-dede-4cb7-bcfd-98f3e516a81a.jpg
1235782210300	404	GG	IntroDate	2017-02-22
1235782210300	404	GG	KIT	N
1235782210300	404	GG	LC	Active
1235782210300	404	GG	measured	Y
1235782210300	404	GG	SalesPrice	1599.00
1235782210300	404	GG	SPG	Dirbutik
1235782210300	404	GG	ST	false
1235782210300	404	GG	StoreQuantity	1.0
1235782210300	404	GG	SupplierItemId	KLC-BW-316
1235782215300	404	GG	CategoryDesc	G2
1235782215300	404	GG	DG	false
1235782215300	404	GG	IMG	https://v.imgi.no/c230df13-0aa7-4be4-b4aa-0602593c9e0a.jpg
1235782215300	404	GG	IntroDate	2017-02-22
1235782215300	404	GG	KIT	N
1235782215300	404	GG	LC	Active
1235782215300	404	GG	measured	Y
1235782215300	404	GG	SalesPrice	1599.00
1235782215300	404	GG	SPG	Dirbutik
1235782215300	404	GG	ST	false
1235782215300	404	GG	StoreQuantity	1.0
1235782215300	404	GG	SupplierItemId	KLC-BW-316
1235782231300	404	GG	CategoryDesc	G2
1235782231300	404	GG	DG	false
1235782231300	404	GG	IMG	https://v.imgi.no/c230df13-0aa7-4be4-b4aa-0602593c9e0a.jpg
1235782231300	404	GG	IntroDate	2017-02-22
1235782231300	404	GG	KIT	N
1235782231300	404	GG	LC	Active
1235782231300	404	GG	measured	Y
1235782231300	404	GG	SalesPrice	1599.00
1235782231300	404	GG	SPG	Dirbutik
1235782231300	404	GG	ST	false
1235782231300	404	GG	StoreQuantity	1.0
1235782231300	404	GG	SupplierItemId	KLC-BW-316
1235783200300	404	GG	CategoryDesc	G2
1235783200300	404	GG	DG	false
1235783200300	404	GG	IMG	https://v.imgi.no/054612aa-a698-4dd9-951d-121b41883e67.jpg
1235783200300	404	GG	IntroDate	2017-02-22
1235783200300	404	GG	KIT	N
1235783200300	404	GG	LC	Active
1235783200300	404	GG	measured	Y
1235783200300	404	GG	SalesPrice	1999.00
1235783200300	404	GG	SPG	Dirbutik
1235783200300	404	GG	ST	false
1235783200300	404	GG	StoreQuantity	1.0
1235783200300	404	GG	SupplierItemId	KLC-OW-315
1235783205300	404	GG	CategoryDesc	G2
1235783205300	404	GG	DG	false
1235783205300	404	GG	IMG	https://v.imgi.no/9daa3e5a-b95f-451f-8c58-55966a05f331.jpg
1235783205300	404	GG	IntroDate	2017-02-22
1235783205300	404	GG	KIT	N
1235783205300	404	GG	LC	Active
1235783205300	404	GG	measured	Y
1235783205300	404	GG	SalesPrice	1999.00
1235783205300	404	GG	SPG	Dirbutik
1235783205300	404	GG	ST	false
1235783205300	404	GG	StoreQuantity	1.0
1235783205300	404	GG	SupplierItemId	KLC-OW-315
1235783210300	404	GG	CategoryDesc	G2
1235783210300	404	GG	DG	false
1235783210300	404	GG	IMG	https://v.imgi.no/9daa3e5a-b95f-451f-8c58-55966a05f331.jpg
1235783210300	404	GG	IntroDate	2017-02-22
1235783210300	404	GG	KIT	N
1235783210300	404	GG	LC	Active
1235783210300	404	GG	measured	Y
1235783210300	404	GG	SalesPrice	1999.00
1235783210300	404	GG	SPG	Dirbutik
1235783210300	404	GG	ST	false
1235783210300	404	GG	StoreQuantity	1.0
1235783210300	404	GG	SupplierItemId	KLC-OW-315
1235783215300	404	GG	CategoryDesc	G2
1235783215300	404	GG	DG	false
1235783215300	404	GG	IMG	https://v.imgi.no/9daa3e5a-b95f-451f-8c58-55966a05f331.jpg
1235783215300	404	GG	IntroDate	2017-02-22
1235783215300	404	GG	KIT	N
1235783215300	404	GG	LC	Active
1235783215300	404	GG	measured	Y
1235783215300	404	GG	SalesPrice	1999.00
1235783215300	404	GG	SPG	Dirbutik
1235783215300	404	GG	ST	false
1235783215300	404	GG	StoreQuantity	1.0
1235783215300	404	GG	SupplierItemId	KLC-OW-315
1235783231300	404	GG	CategoryDesc	G2
1235783231300	404	GG	DG	false
1235783231300	404	GG	IMG	https://v.imgi.no/9daa3e5a-b95f-451f-8c58-55966a05f331.jpg
1235783231300	404	GG	IntroDate	2017-02-22
1235783231300	404	GG	KIT	N
1235783231300	404	GG	LC	Active
1235783231300	404	GG	measured	Y
1235783231300	404	GG	SalesPrice	1999.00
1235783231300	404	GG	SPG	Dirbutik
1235783231300	404	GG	ST	false
1235783231300	404	GG	StoreQuantity	1.0
1235783231300	404	GG	SupplierItemId	KLC-OW-315
1235785405300	404	GG	CategoryDesc	G2
1235785405300	404	GG	DG	false
1235785405300	404	GG	IMG	https://v.imgi.no/c54c2d6f-829f-4e9e-a8f0-7b9e3bd3449f.jpg
1235785405300	404	GG	IntroDate	2017-02-22
1235785405300	404	GG	KIT	N
1235785405300	404	GG	LC	Expiring
1235785405300	404	GG	measured	Y
1235785405300	404	GG	SalesPrice	949.00
1235785405300	404	GG	SPG	Dirbutik
1235785405300	404	GG	ST	false
1235785405300	404	GG	StoreQuantity	1.0
1235785405300	404	GG	SupplierItemId	KLC-KN-411
1235786400300	404	GG	CategoryDesc	G2
1235786400300	404	GG	DG	false
1235786400300	404	GG	IMG	https://v.imgi.no/2cd5051c-03b6-4b4a-a6cc-4ba5a480eaa6.jpg
1235786400300	404	GG	IntroDate	2017-02-22
1235786400300	404	GG	KIT	N
1235786400300	404	GG	LC	Active
1235786400300	404	GG	measured	Y
1235786400300	404	GG	SalesPrice	599.00
1235786400300	404	GG	SPG	Dirbutik
1235786400300	404	GG	ST	false
1235786400300	404	GG	StoreQuantity	1.0
1235786400300	404	GG	SupplierItemId	KLC-PT-121
1235786405300	404	GG	CategoryDesc	G2
1235786405300	404	GG	DG	false
1235786405300	404	GG	IMG	https://v.imgi.no/2cd5051c-03b6-4b4a-a6cc-4ba5a480eaa6.jpg
1235786405300	404	GG	IntroDate	2017-02-22
1235786405300	404	GG	KIT	N
1235786405300	404	GG	LC	Active
1235786405300	404	GG	measured	Y
1235786405300	404	GG	SalesPrice	599.00
1235786405300	404	GG	SPG	Dirbutik
1235786405300	404	GG	ST	false
1235786405300	404	GG	StoreQuantity	1.0
1235786405300	404	GG	SupplierItemId	KLC-PT-121
1235786410300	404	GG	CategoryDesc	G2
1235786410300	404	GG	DG	false
1235786410300	404	GG	IMG	https://v.imgi.no/2cd5051c-03b6-4b4a-a6cc-4ba5a480eaa6.jpg
1235786410300	404	GG	IntroDate	2017-02-22
1235786410300	404	GG	KIT	N
1235786410300	404	GG	LC	Active
1235786410300	404	GG	measured	Y
1235786410300	404	GG	SalesPrice	599.00
1235786410300	404	GG	SPG	Dirbutik
1235786410300	404	GG	ST	false
1235786410300	404	GG	StoreQuantity	1.0
1235786410300	404	GG	SupplierItemId	KLC-PT-121
1235786415300	404	GG	CategoryDesc	G2
1235786415300	404	GG	DG	false
1235786415300	404	GG	IMG	https://v.imgi.no/bdf0d5ff-04a9-4d76-a2cc-fc57247413e4.jpg
1235786415300	404	GG	IntroDate	2017-02-22
1235786415300	404	GG	KIT	N
1235786415300	404	GG	LC	Active
1235786415300	404	GG	measured	Y
1235786415300	404	GG	SalesPrice	599.00
1235786415300	404	GG	SPG	Dirbutik
1235786415300	404	GG	ST	false
1235786415300	404	GG	StoreQuantity	1.0
1235786415300	404	GG	SupplierItemId	KLC-PT-121
1235786420300	404	GG	CategoryDesc	G2
1235786420300	404	GG	DG	false
1235786420300	404	GG	IMG	https://v.imgi.no/2cd5051c-03b6-4b4a-a6cc-4ba5a480eaa6.jpg
1235786420300	404	GG	IntroDate	2017-02-22
1235786420300	404	GG	KIT	N
1235786420300	404	GG	LC	Active
1235786420300	404	GG	measured	Y
1235786420300	404	GG	SalesPrice	599.00
1235786420300	404	GG	SPG	Dirbutik
1235786420300	404	GG	ST	false
1235786420300	404	GG	StoreQuantity	1.0
1235786420300	404	GG	SupplierItemId	KLC-PT-121
1235788	404	GG	CategoryDesc	G2
1235788	404	GG	DG	false
1235788	404	GG	IMG	https://v.imgi.no/763bd2d2-dd72-430c-ad4e-964a7a89a779.jpg
1235788	404	GG	IntroDate	2017-03-01
1235788	404	GG	KIT	N
1235788	404	GG	LC	Expiring
1235788	404	GG	measured	Y
1235788	404	GG	SalesPrice	349.00
1235788	404	GG	SPG	Dirbutik
1235788	404	GG	ST	false
1235788	404	GG	StoreQuantity	1.0
1235788	404	GG	SupplierItemId	0756
1235790	404	GG	CategoryDesc	G2
1235790	404	GG	DG	false
1235790	404	GG	IMG	https://v.imgi.no/5d1aed2f-e30a-43a6-adad-2207fabb3e7d.jpg
1235790	404	GG	IntroDate	2017-03-01
1235790	404	GG	KIT	N
1235790	404	GG	LC	Active
1235790	404	GG	measured	Y
1235790	404	GG	SalesPrice	3199.00
1235790	404	GG	SPG	Dirbutik
1235790	404	GG	ST	false
1235790	404	GG	StoreQuantity	1.0
1235790	404	GG	SupplierItemId	0770
1235791	404	GG	CategoryDesc	G2
1235791	404	GG	DG	false
1235791	404	GG	IMG	https://v.imgi.no/b6dfc351-961e-4c0e-ba14-d788ce118701.jpg
1235791	404	GG	IntroDate	2017-02-13
1235791	404	GG	KIT	N
1235791	404	GG	LC	Active
1235791	404	GG	LF	2026-07-27
1235791	404	GG	LT	2026-03-02
1235791	404	GG	measured	Y
1235791	404	GG	SalesPrice	59.90
1235791	404	GG	SPG	Dirbutik
1235791	404	GG	ST	false
1235791	404	GG	StoreQuantity	1.0
1235791	404	GG	SupplierItemId	76500020
1235828	404	GG	CategoryDesc	G3
1235828	404	GG	Controlled	Y
1235828	404	GG	DG	false
1235828	404	GG	IMG	https://v.imgi.no/c97b1c45-d655-413e-90ae-36803ec6bdd2.jpg
1235828	404	GG	IntroDate	2017-04-10
1235828	404	GG	KIT	N
1235828	404	GG	LC	Active
1235828	404	GG	measured	Y
1235828	404	GG	SalesPrice	209.00
1235828	404	GG	SPG	DC
1235828	404	GG	ST	true
1235828	404	GG	StoreQuantity	3.0
1235828	404	GG	SupplierItemId	300002
1235829	404	GG	CategoryDesc	G3
1235829	404	GG	Controlled	Y
1235829	404	GG	DG	false
1235829	404	GG	IMG	https://v.imgi.no/05c793c0-480b-4617-a11f-55bcce5a5666.jpg
1235829	404	GG	IntroDate	2017-04-10
1235829	404	GG	KIT	N
1235829	404	GG	LC	Active
1235829	404	GG	measured	Y
